,label,idx
427,5.0,2.0
428,1.0,2.0
429,0.0,2.0
430,1.0,2.0
431,6.0,2.0
432,5.0,2.0
433,4.0,2.0
434,3.0,2.0
435,6.0,2.0
436,8.0,2.0
437,5.0,2.0
438,4.0,2.0
439,5.0,2.0
440,0.0,2.0
441,4.0,2.0
442,5.0,2.0
443,4.0,2.0
444,4.0,2.0
445,0.0,2.0
446,4.0,2.0
447,4.0,2.0
448,4.0,2.0
449,6.0,2.0
450,0.0,2.0
451,4.0,2.0
452,6.0,2.0
453,4.0,2.0
454,5.0,2.0
455,5.0,2.0
456,5.0,2.0
457,5.0,2.0
458,6.0,2.0
459,4.0,2.0
460,4.0,2.0
461,5.0,2.0
462,0.0,2.0
463,5.0,2.0
464,4.0,2.0
465,5.0,2.0
466,5.0,2.0
467,0.0,2.0
468,5.0,2.0
469,5.0,2.0
470,4.0,3.0
471,2.0,3.0
472,6.0,3.0
473,0.0,3.0
474,2.0,3.0
475,5.0,3.0
476,4.0,3.0
477,5.0,3.0
478,1.0,3.0
479,1.0,3.0
480,5.0,3.0
481,9.0,3.0
482,0.0,3.0
483,0.0,3.0
484,5.0,3.0
485,4.0,3.0
486,5.0,3.0
487,1.0,3.0
488,6.0,3.0
489,1.0,3.0
490,2.0,3.0
491,5.0,3.0
492,0.0,3.0
493,0.0,3.0
494,4.0,3.0
495,4.0,3.0
496,5.0,3.0
497,5.0,3.0
498,0.0,3.0
499,0.0,3.0
500,1.0,3.0
501,2.0,3.0
502,0.0,3.0
503,1.0,3.0
504,0.0,3.0
505,5.0,3.0
506,5.0,3.0
507,0.0,3.0
508,5.0,3.0
509,6.0,3.0
510,1.0,3.0
511,10.0,3.0
512,1.0,3.0
513,5.0,3.0
514,5.0,3.0
515,5.0,3.0
516,5.0,3.0
517,0.0,3.0
518,0.0,3.0
519,4.0,3.0
520,6.0,3.0
521,4.0,3.0
522,4.0,3.0
523,5.0,3.0
524,5.0,3.0
525,1.0,3.0
526,4.0,3.0
527,5.0,3.0
528,4.0,3.0
529,4.0,3.0
530,5.0,3.0
531,3.0,3.0
532,5.0,3.0
533,0.0,3.0
534,8.0,3.0
535,4.0,3.0
536,0.0,3.0
537,4.0,3.0
538,4.0,3.0
539,6.0,3.0
540,6.0,3.0
541,2.0,3.0
542,1.0,3.0
543,6.0,3.0
544,4.0,3.0
545,5.0,3.0
546,6.0,3.0
547,0.0,3.0
548,6.0,3.0
549,3.0,3.0
550,5.0,3.0
551,4.0,3.0
552,3.0,3.0
553,0.0,3.0
554,6.0,3.0
555,1.0,3.0
556,0.0,3.0
557,5.0,3.0
558,9.0,3.0
559,5.0,3.0
560,5.0,3.0
561,1.0,3.0
562,4.0,3.0
563,4.0,3.0
564,1.0,3.0
565,5.0,3.0
566,0.0,3.0
567,0.0,3.0
568,4.0,3.0
569,0.0,3.0
570,10.0,3.0
571,0.0,3.0
572,5.0,3.0
573,4.0,3.0
574,4.0,3.0
575,2.0,3.0
576,5.0,3.0
577,0.0,3.0
578,5.0,3.0
579,9.0,3.0
580,8.0,3.0
581,0.0,3.0
582,4.0,3.0
583,8.0,3.0
584,5.0,4.0
585,0.0,4.0
586,4.0,4.0
587,6.0,4.0
588,5.0,4.0
589,4.0,4.0
590,2.0,4.0
591,4.0,4.0
592,0.0,4.0
593,1.0,4.0
594,0.0,4.0
595,1.0,4.0
596,5.0,4.0
597,0.0,4.0
598,4.0,4.0
599,5.0,4.0
600,0.0,4.0
601,0.0,4.0
602,0.0,4.0
603,4.0,4.0
604,5.0,4.0
605,6.0,4.0
606,4.0,4.0
607,0.0,4.0
608,4.0,4.0
609,0.0,4.0
610,0.0,4.0
611,5.0,4.0
612,5.0,4.0
613,5.0,4.0
614,0.0,4.0
615,0.0,4.0
616,5.0,4.0
617,0.0,4.0
618,4.0,4.0
619,4.0,4.0
620,5.0,4.0
621,4.0,4.0
622,5.0,4.0
623,0.0,4.0
624,0.0,4.0
625,4.0,4.0
626,0.0,4.0
627,4.0,4.0
628,4.0,4.0
629,0.0,4.0
630,4.0,4.0
631,1.0,4.0
632,4.0,4.0
633,5.0,4.0
634,4.0,4.0
635,1.0,4.0
636,1.0,4.0
637,4.0,4.0
638,5.0,4.0
639,6.0,4.0
640,4.0,4.0
641,0.0,4.0
642,8.0,4.0
643,0.0,4.0
644,4.0,4.0
645,6.0,4.0
646,4.0,4.0
647,0.0,4.0
648,4.0,4.0
649,5.0,4.0
650,6.0,4.0
651,0.0,4.0
652,5.0,4.0
653,0.0,4.0
654,4.0,4.0
655,6.0,4.0
656,9.0,4.0
657,0.0,4.0
658,4.0,4.0
659,0.0,4.0
660,4.0,4.0
661,8.0,4.0
662,4.0,4.0
663,5.0,4.0
664,2.0,4.0
665,4.0,4.0
666,4.0,4.0
667,5.0,4.0
668,7.0,4.0
669,5.0,4.0
670,4.0,4.0
671,5.0,4.0
672,2.0,4.0
673,6.0,4.0
674,9.0,4.0
675,11.0,4.0
676,0.0,4.0
677,8.0,4.0
678,0.0,4.0
679,4.0,4.0
680,4.0,4.0
681,5.0,4.0
682,1.0,4.0
683,6.0,4.0
684,4.0,4.0
685,5.0,4.0
686,2.0,4.0
687,5.0,4.0
688,1.0,4.0
689,0.0,4.0
690,0.0,4.0
691,11.0,4.0
692,0.0,4.0
693,0.0,4.0
694,6.0,4.0
695,3.0,4.0
696,0.0,4.0
697,6.0,4.0
698,5.0,4.0
699,6.0,4.0
700,4.0,4.0
701,1.0,4.0
702,0.0,4.0
703,4.0,4.0
704,5.0,4.0
705,4.0,4.0
706,5.0,4.0
707,4.0,4.0
708,0.0,4.0
709,3.0,4.0
710,1.0,4.0
711,4.0,4.0
712,5.0,4.0
713,0.0,4.0
714,4.0,4.0
715,5.0,4.0
716,6.0,4.0
717,4.0,4.0
718,4.0,4.0
719,1.0,4.0
720,5.0,4.0
721,0.0,4.0
722,5.0,4.0
723,5.0,4.0
724,4.0,4.0
725,0.0,4.0
726,4.0,4.0
727,4.0,4.0
728,0.0,4.0
729,5.0,4.0
730,5.0,4.0
731,2.0,4.0
732,1.0,4.0
733,0.0,4.0
734,1.0,4.0
735,6.0,4.0
736,4.0,4.0
737,2.0,4.0
738,8.0,4.0
739,1.0,4.0
740,5.0,4.0
741,5.0,4.0
742,5.0,4.0
743,0.0,4.0
744,0.0,4.0
745,4.0,4.0
746,0.0,4.0
747,6.0,4.0
748,1.0,4.0
749,0.0,4.0
750,0.0,4.0
751,5.0,4.0
752,3.0,4.0
753,8.0,4.0
754,1.0,4.0
755,3.0,4.0
756,5.0,4.0
757,2.0,4.0
758,0.0,4.0
759,5.0,4.0
760,2.0,4.0
761,2.0,4.0
762,1.0,4.0
763,5.0,4.0
764,5.0,4.0
765,0.0,4.0
766,0.0,4.0
767,4.0,4.0
768,0.0,4.0
769,8.0,4.0
770,2.0,4.0
771,5.0,4.0
772,4.0,4.0
773,4.0,4.0
774,5.0,4.0
775,0.0,4.0
776,5.0,4.0
777,0.0,4.0
778,4.0,4.0
779,5.0,4.0
780,0.0,4.0
781,5.0,4.0
782,5.0,4.0
783,4.0,4.0
784,4.0,4.0
785,4.0,4.0
786,0.0,4.0
787,5.0,4.0
788,11.0,4.0
789,0.0,4.0
790,0.0,4.0
791,1.0,4.0
792,0.0,4.0
793,0.0,4.0
794,1.0,4.0
795,4.0,4.0
796,4.0,4.0
797,3.0,4.0
798,1.0,4.0
799,1.0,4.0
800,4.0,4.0
801,9.0,4.0
802,4.0,4.0
803,4.0,4.0
804,2.0,4.0
805,4.0,4.0
806,5.0,4.0
807,1.0,4.0
808,4.0,4.0
809,0.0,4.0
810,4.0,4.0
811,4.0,4.0
812,1.0,4.0
813,5.0,4.0
814,4.0,4.0
815,0.0,4.0
816,0.0,4.0
817,1.0,4.0
818,0.0,4.0
819,5.0,4.0
820,0.0,4.0
821,1.0,4.0
822,0.0,4.0
823,4.0,4.0
824,6.0,4.0
825,0.0,4.0
826,5.0,4.0
827,0.0,4.0
828,5.0,4.0
829,4.0,4.0
830,4.0,4.0
831,2.0,4.0
832,5.0,4.0
833,4.0,4.0
834,1.0,4.0
835,2.0,4.0
836,0.0,4.0
837,0.0,4.0
838,4.0,4.0
839,5.0,4.0
840,4.0,4.0
841,0.0,4.0
842,4.0,4.0
843,4.0,4.0
844,6.0,4.0
845,4.0,4.0
846,4.0,4.0
847,6.0,4.0
848,4.0,4.0
849,6.0,4.0
850,5.0,4.0
851,0.0,4.0
852,8.0,4.0
853,0.0,4.0
854,1.0,4.0
855,1.0,4.0
856,0.0,4.0
857,8.0,4.0
858,8.0,4.0
859,5.0,4.0
860,1.0,4.0
861,5.0,4.0
862,4.0,4.0
863,6.0,4.0
864,5.0,4.0
865,2.0,4.0
866,4.0,4.0
867,5.0,4.0
868,4.0,4.0
869,4.0,4.0
870,1.0,4.0
871,0.0,4.0
872,0.0,4.0
873,5.0,4.0
874,0.0,4.0
875,5.0,4.0
876,6.0,4.0
877,4.0,4.0
878,11.0,4.0
879,1.0,4.0
880,0.0,4.0
881,0.0,4.0
882,0.0,4.0
883,4.0,4.0
884,0.0,4.0
885,0.0,4.0
886,6.0,4.0
887,0.0,4.0
888,4.0,4.0
889,4.0,4.0
890,5.0,4.0
891,1.0,4.0
892,4.0,4.0
893,5.0,4.0
894,5.0,4.0
895,4.0,4.0
896,0.0,4.0
897,5.0,4.0
898,0.0,4.0
899,0.0,4.0
900,0.0,4.0
901,6.0,4.0
902,1.0,4.0
903,0.0,4.0
904,4.0,4.0
905,5.0,4.0
906,0.0,4.0
907,0.0,4.0
908,5.0,4.0
909,0.0,4.0
910,4.0,4.0
911,5.0,4.0
912,4.0,4.0
913,6.0,4.0
914,5.0,4.0
915,5.0,4.0
916,7.0,4.0
917,5.0,4.0
918,0.0,4.0
919,4.0,4.0
920,0.0,4.0
921,0.0,4.0
922,4.0,4.0
923,6.0,4.0
924,5.0,4.0
925,0.0,4.0
926,0.0,4.0
927,6.0,4.0
928,5.0,4.0
929,8.0,4.0
930,4.0,4.0
931,0.0,4.0
932,0.0,4.0
933,4.0,4.0
934,6.0,4.0
935,4.0,4.0
936,0.0,4.0
937,4.0,4.0
938,9.0,4.0
939,5.0,4.0
940,5.0,4.0
941,5.0,4.0
942,6.0,4.0
943,5.0,4.0
944,4.0,4.0
945,5.0,4.0
946,6.0,4.0
947,4.0,4.0
948,3.0,4.0
949,8.0,4.0
950,4.0,4.0
951,1.0,4.0
952,0.0,4.0
953,4.0,4.0
954,2.0,4.0
955,0.0,4.0
956,5.0,4.0
957,4.0,4.0
958,5.0,4.0
959,3.0,4.0
960,9.0,4.0
961,4.0,4.0
962,4.0,4.0
963,5.0,4.0
964,0.0,4.0
965,4.0,4.0
966,4.0,4.0
967,4.0,4.0
968,0.0,4.0
969,8.0,4.0
970,0.0,4.0
971,5.0,4.0
972,0.0,4.0
973,0.0,4.0
974,4.0,4.0
975,5.0,4.0
976,4.0,4.0
977,4.0,4.0
978,1.0,4.0
979,4.0,4.0
980,3.0,4.0
981,5.0,4.0
982,5.0,4.0
983,2.0,4.0
984,1.0,4.0
985,1.0,4.0
986,5.0,4.0
987,4.0,4.0
988,5.0,4.0
989,0.0,4.0
990,5.0,4.0
991,8.0,4.0
992,11.0,4.0
993,4.0,4.0
994,1.0,4.0
995,0.0,4.0
996,1.0,4.0
997,5.0,4.0
998,4.0,4.0
999,10.0,4.0
1000,5.0,4.0
1001,10.0,4.0
1002,1.0,4.0
1003,6.0,4.0
1004,0.0,4.0
1005,3.0,4.0
1006,5.0,4.0
1007,5.0,4.0
1008,5.0,4.0
1009,0.0,4.0
1010,5.0,4.0
1011,0.0,4.0
1012,4.0,4.0
1013,5.0,4.0
1014,4.0,4.0
1015,4.0,4.0
1016,0.0,4.0
1017,0.0,4.0
1018,11.0,4.0
1019,0.0,4.0
1020,4.0,4.0
1021,8.0,4.0
1022,4.0,4.0
1023,1.0,4.0
1024,6.0,4.0
1025,5.0,4.0
1026,4.0,4.0
1027,5.0,4.0
1028,4.0,4.0
1029,2.0,4.0
1030,5.0,4.0
1031,4.0,4.0
1032,6.0,4.0
1033,5.0,4.0
1034,6.0,4.0
1035,5.0,4.0
1036,8.0,4.0
1037,4.0,4.0
1038,5.0,4.0
1039,8.0,4.0
1040,4.0,4.0
1041,1.0,4.0
1042,0.0,4.0
1043,0.0,4.0
1044,9.0,4.0
1045,6.0,4.0
1046,0.0,4.0
1047,5.0,4.0
1048,4.0,4.0
1049,4.0,4.0
1050,0.0,4.0
1051,0.0,4.0
1052,0.0,4.0
1053,4.0,4.0
1054,5.0,4.0
1055,5.0,4.0
1056,5.0,4.0
1057,4.0,4.0
1058,4.0,4.0
1059,0.0,4.0
1060,11.0,4.0
1061,8.0,4.0
1062,0.0,4.0
1063,1.0,4.0
1064,8.0,4.0
1065,4.0,4.0
1066,0.0,4.0
1067,6.0,4.0
1068,2.0,4.0
1069,8.0,4.0
1070,8.0,4.0
1071,5.0,4.0
1072,3.0,4.0
1073,0.0,4.0
1074,3.0,4.0
1075,5.0,4.0
1076,6.0,4.0
1077,5.0,4.0
1078,2.0,4.0
1079,0.0,4.0
1080,4.0,4.0
1081,5.0,4.0
1082,5.0,4.0
1083,5.0,4.0
1084,5.0,4.0
1085,4.0,4.0
1086,4.0,4.0
1087,0.0,4.0
1088,0.0,4.0
1089,2.0,4.0
1090,0.0,4.0
1091,9.0,4.0
1092,5.0,4.0
1093,5.0,4.0
1094,0.0,4.0
1095,5.0,4.0
1096,0.0,4.0
1097,6.0,4.0
1098,0.0,4.0
1099,4.0,4.0
1100,1.0,4.0
1101,1.0,4.0
1102,8.0,4.0
1103,5.0,4.0
1104,4.0,4.0
1105,2.0,4.0
1106,5.0,4.0
1107,0.0,4.0
1108,5.0,4.0
1109,0.0,4.0
1110,5.0,4.0
1111,4.0,4.0
1112,4.0,4.0
1113,0.0,4.0
1114,5.0,4.0
1115,4.0,4.0
1116,0.0,4.0
1117,4.0,4.0
1118,2.0,4.0
1119,2.0,4.0
1120,8.0,4.0
1121,6.0,4.0
1122,6.0,4.0
1123,11.0,4.0
1124,0.0,4.0
1125,5.0,4.0
1126,5.0,4.0
1127,1.0,4.0
1128,11.0,4.0
1129,2.0,4.0
1130,0.0,4.0
1131,5.0,4.0
1132,5.0,4.0
1133,8.0,4.0
1134,1.0,4.0
1135,6.0,4.0
1136,2.0,4.0
1137,5.0,4.0
1138,6.0,4.0
1139,5.0,4.0
1140,5.0,4.0
1141,4.0,4.0
1142,0.0,4.0
1143,5.0,4.0
1144,5.0,4.0
1145,5.0,4.0
1146,0.0,4.0
1147,0.0,4.0
1148,5.0,4.0
1149,0.0,4.0
1150,0.0,4.0
1151,0.0,4.0
1152,5.0,4.0
1153,0.0,4.0
1154,4.0,4.0
1155,5.0,4.0
1156,0.0,4.0
1157,4.0,4.0
1158,6.0,4.0
1159,5.0,4.0
1160,6.0,4.0
1161,6.0,4.0
1162,2.0,4.0
1163,5.0,4.0
1164,8.0,4.0
1165,4.0,4.0
1166,1.0,4.0
1167,4.0,4.0
1168,0.0,4.0
1169,5.0,4.0
1170,0.0,4.0
1171,4.0,4.0
1172,4.0,4.0
1173,0.0,4.0
1174,4.0,4.0
1175,4.0,4.0
1176,1.0,4.0
1177,3.0,4.0
1178,3.0,4.0
1179,5.0,4.0
1180,5.0,4.0
1181,8.0,4.0
1182,4.0,4.0
1183,1.0,4.0
1184,4.0,4.0
1185,4.0,4.0
1186,5.0,4.0
1187,4.0,4.0
1188,5.0,4.0
1189,4.0,4.0
1190,5.0,4.0
1191,4.0,4.0
1192,6.0,4.0
1193,5.0,4.0
1194,8.0,4.0
1195,4.0,4.0
1196,4.0,4.0
1197,4.0,4.0
1198,3.0,4.0
1199,1.0,4.0
1200,5.0,4.0
1201,0.0,4.0
1202,1.0,4.0
1203,5.0,4.0
1204,6.0,4.0
1205,1.0,4.0
1206,0.0,4.0
1207,4.0,4.0
1208,5.0,4.0
1209,1.0,4.0
1210,4.0,4.0
1211,0.0,4.0
1212,5.0,4.0
1213,4.0,4.0
1214,5.0,4.0
1215,0.0,4.0
1216,5.0,4.0
1217,5.0,4.0
1218,2.0,4.0
1219,5.0,4.0
1220,0.0,4.0
1221,11.0,4.0
1222,4.0,4.0
1223,0.0,4.0
1224,0.0,4.0
1225,0.0,4.0
1226,5.0,4.0
1227,4.0,4.0
1228,5.0,4.0
1229,4.0,4.0
1230,0.0,4.0
1231,5.0,4.0
1232,1.0,4.0
1233,0.0,4.0
1234,0.0,4.0
1235,0.0,4.0
1236,5.0,4.0
1237,0.0,4.0
1238,4.0,4.0
1239,5.0,4.0
1240,6.0,4.0
1241,6.0,4.0
1242,9.0,4.0
1243,4.0,4.0
1244,5.0,4.0
1245,4.0,4.0
1246,0.0,4.0
1247,4.0,4.0
1248,5.0,4.0
1249,8.0,4.0
1250,4.0,4.0
1251,4.0,4.0
1252,4.0,4.0
1253,0.0,4.0
1254,2.0,4.0
1255,5.0,4.0
1256,5.0,4.0
1257,4.0,4.0
1258,3.0,4.0
1259,0.0,4.0
1260,0.0,4.0
1261,5.0,4.0
1262,5.0,4.0
1263,1.0,4.0
1264,0.0,4.0
1265,2.0,4.0
1266,5.0,4.0
1267,5.0,4.0
1268,4.0,4.0
1269,11.0,4.0
1270,1.0,4.0
1271,8.0,4.0
1272,0.0,4.0
1273,4.0,4.0
1274,5.0,4.0
1275,4.0,4.0
1276,4.0,4.0
1277,2.0,4.0
1278,5.0,4.0
1279,5.0,4.0
1280,5.0,4.0
1281,4.0,4.0
1282,0.0,4.0
1283,4.0,4.0
1284,4.0,4.0
1285,0.0,4.0
1286,1.0,4.0
1287,0.0,4.0
1288,4.0,4.0
1289,11.0,4.0
1290,0.0,4.0
1291,4.0,4.0
1292,0.0,4.0
1293,8.0,4.0
1294,2.0,4.0
1295,4.0,4.0
1296,9.0,4.0
1297,4.0,4.0
1298,0.0,4.0
1299,0.0,4.0
1300,0.0,4.0
1301,3.0,4.0
1302,0.0,4.0
1303,4.0,4.0
1304,8.0,4.0
1305,8.0,4.0
1306,0.0,4.0
1307,4.0,4.0
1308,5.0,4.0
1309,5.0,4.0
1310,5.0,4.0
1311,5.0,4.0
1312,4.0,4.0
1313,3.0,4.0
1314,6.0,4.0
1315,8.0,4.0
1316,4.0,4.0
1317,0.0,4.0
1318,0.0,4.0
1319,4.0,4.0
1320,5.0,4.0
1321,0.0,4.0
1322,5.0,4.0
1323,0.0,4.0
1324,0.0,4.0
1325,3.0,4.0
1326,2.0,4.0
1327,10.0,4.0
1328,1.0,4.0
1329,0.0,4.0
1330,0.0,4.0
1331,5.0,4.0
1332,8.0,4.0
1333,6.0,4.0
1334,5.0,4.0
1335,0.0,4.0
1336,0.0,4.0
1337,1.0,4.0
1338,2.0,4.0
1339,0.0,4.0
1340,4.0,4.0
1341,4.0,5.0
1342,5.0,5.0
1343,6.0,5.0
1344,4.0,5.0
1345,4.0,5.0
1346,4.0,5.0
1347,5.0,5.0
1348,0.0,5.0
1349,1.0,5.0
1350,4.0,5.0
1351,1.0,5.0
1352,5.0,5.0
1353,5.0,5.0
1354,5.0,5.0
1355,4.0,5.0
1356,0.0,5.0
1357,5.0,5.0
1358,5.0,5.0
1359,2.0,5.0
1360,0.0,5.0
1361,1.0,5.0
